sequence_name,is_uk,is_cog_uk,central_sample_id,secondary_identifier,sample_date,epi_week,country,adm1,is_surveillance,is_travel_history,travel_history,uk_lineage,del_lineage,phylotype,lineage,SH-alrt,UFbootstrap,lineages_version,status,note,sequencing_centre
_England_NORW-313AE87_2022_,Y,Y,NORW-313AE87,,2022-01-12,107,UK,UK-ENG,Y,,,UK26649,del_trans_448976,UK26649_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313CF2F_2022_,Y,Y,NORW-313CF2F,,2022-01-10,107,UK,UK-ENG,Y,,,UK26308,del_trans_360651,UK26308_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313D67C_2022_,Y,Y,NORW-313D67C,,2022-01-17,108,UK,UK-ENG,Y,,,UK26083,del_trans_276105,UK26083_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313A2BD_2022_,Y,Y,NORW-313A2BD,,2022-01-12,107,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1.403,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-313B24A_2022_,Y,Y,NORW-313B24A,,2022-01-17,108,UK,UK-ENG,Y,,,UK26099,del_trans_287364,UK26099_1,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-313C51B_2022_,Y,Y,NORW-313C51B,,2022-01-17,108,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-313C9A4_2022_,Y,Y,NORW-313C9A4,,2022-01-17,108,UK,UK-ENG,Y,,,UK25771,del_trans_156261,UK25771_1.88,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313A82A_2022_,Y,Y,NORW-313A82A,,2022-01-17,108,UK,UK-ENG,Y,,,UK26383,del_trans_363872,UK26383_1,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-313DB21_2022_,Y,Y,NORW-313DB21,,2022-01-17,108,UK,UK-ENG,Y,,,UK26382,del_trans_363119,UK26382_1.3,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313A5AC_2022_,Y,Y,NORW-313A5AC,,2022-01-17,108,UK,UK-ENG,Y,,,UK11893,del_trans_584172,UK11893_1.227.1.1.1.1.1.8.7.15.1.33.62.1.39.1.1.1.1.1,B.1,100,99,2020-05-19,passed_qc,,NORW
_England_NORW-313BA42_2022_,Y,Y,NORW-313BA42,,2022-01-17,108,UK,UK-ENG,Y,,,UK26953,del_trans_495588,UK26953_1.11,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-31362D2_2022_,Y,Y,NORW-31362D2,,2022-01-08,106,UK,UK-ENG,Y,,,UK28573,del_trans_306055,UK28573_1.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313B1E6_2022_,Y,Y,NORW-313B1E6,,2022-01-06,106,UK,UK-ENG,Y,,,UK11893,del_trans_584172,UK11893_1.227.1.1.1.1.1.3.62.1.22.2.1.5.28.2.1.3.1.1,B.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313A291_2022_,Y,Y,NORW-313A291,,2022-01-17,108,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-313E1C4_2022_,Y,Y,NORW-313E1C4,,2022-01-09,107,UK,UK-ENG,Y,,,UK27766,del_trans_176357,UK27766_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313E74F_2022_,Y,Y,NORW-313E74F,,2022-01-09,107,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3136451_2022_,Y,Y,NORW-3136451,,2022-01-17,108,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1.1057,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313DA6A_2022_,Y,Y,NORW-313DA6A,,2022-01-17,108,UK,UK-ENG,Y,,,UK43922,del_trans_300752,UK43922_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313C70B_2022_,Y,Y,NORW-313C70B,,2022-01-10,107,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1.377,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-313A2E7_2022_,Y,Y,NORW-313A2E7,,2022-01-17,108,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1.229.2,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313D7A4_2022_,Y,Y,NORW-313D7A4,,2022-01-06,106,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313AFB0_2022_,Y,Y,NORW-313AFB0,,2022-01-17,108,UK,UK-ENG,Y,,,UK31108,del_trans_388247,UK31108_1.1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-313AEDD_2022_,Y,Y,NORW-313AEDD,,2022-01-17,108,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-313E5FA_2022_,Y,Y,NORW-313E5FA,,2022-01-17,108,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1.823,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313A755_2022_,Y,Y,NORW-313A755,,2022-01-10,107,UK,UK-ENG,Y,,,UK26678,del_trans_453047,UK26678_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3137D8F_2022_,Y,Y,NORW-3137D8F,,2022-01-07,106,UK,UK-ENG,Y,,,UK26488,del_trans_433198,UK26488_1,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-313B2F3_2022_,Y,Y,NORW-313B2F3,,2022-01-06,106,UK,UK-ENG,Y,,,UK25771,del_trans_156261,UK25771_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3136FC7_2022_,Y,Y,NORW-3136FC7,,2022-01-17,108,UK,UK-ENG,Y,,,UK26090,del_trans_284008,UK26090_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313C3C6_2022_,Y,Y,NORW-313C3C6,,2022-01-17,108,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,99,2020-05-19,passed_qc,,NORW
_England_NORW-313A23E_2022_,Y,Y,NORW-313A23E,,2022-01-17,108,UK,UK-ENG,Y,,,UK26681,del_trans_455542,UK26681_1.62,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-313E319_2022_,Y,Y,NORW-313E319,,2022-01-07,106,UK,UK-ENG,Y,,,UK25781,del_trans_169900,UK25781_1.83,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-313A030_2022_,Y,Y,NORW-313A030,,2022-01-07,106,UK,UK-ENG,Y,,,UK32006,del_trans_311445,UK32006_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313D8EB_2022_,Y,Y,NORW-313D8EB,,2022-01-12,107,UK,UK-ENG,Y,,,UK26383,del_trans_363872,UK26383_1.12,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-313D733_2022_,Y,Y,NORW-313D733,,2022-01-11,107,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313BA0A_2022_,Y,Y,NORW-313BA0A,,2022-01-10,107,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3137E2B_2022_,Y,Y,NORW-3137E2B,,2022-01-12,107,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313C9C0_2022_,Y,Y,NORW-313C9C0,,2022-01-12,107,UK,UK-ENG,Y,,,UK46925,del_trans_485401,UK26666_1.172,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313DB5B_2022_,Y,Y,NORW-313DB5B,,2022-01-11,107,UK,UK-ENG,Y,,,UK26121,del_trans_299177,UK26121_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313D1F0_2022_,Y,Y,NORW-313D1F0,,2022-01-17,108,UK,UK-ENG,Y,,,UK25785,del_trans_176349,UK25785_1.77.1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-3136597_2022_,Y,Y,NORW-3136597,,2022-01-07,106,UK,UK-ENG,Y,,,UK29380,del_trans_441382,UK29380_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313C6D1_2022_,Y,Y,NORW-313C6D1,,2022-01-12,107,UK,UK-ENG,Y,,,UK32970,del_trans_198061,UK32970_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313D2B7_2022_,Y,Y,NORW-313D2B7,,2022-01-17,108,UK,UK-ENG,Y,,,UK28489,del_trans_294448,UK28489_1.4,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313DC20_2022_,Y,Y,NORW-313DC20,,2022-01-06,106,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1.22,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313CD21_2022_,Y,Y,NORW-313CD21,,2022-01-17,108,UK,UK-ENG,Y,,,UK34127,del_trans_401042,UK34127_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-3137920_2022_,Y,Y,NORW-3137920,,2022-01-09,107,UK,UK-ENG,Y,,,UK41134,del_trans_213517,UK41134_1,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-313A9D2_2022_,Y,Y,NORW-313A9D2,,2022-01-17,108,UK,UK-ENG,Y,,,UK25858,del_trans_191976,UK25858_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313A05C_2022_,Y,Y,NORW-313A05C,,2022-01-17,108,UK,UK-ENG,Y,,,UK25773,del_trans_157092,UK25773_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313C09F_2022_,Y,Y,NORW-313C09F,,2022-01-17,108,UK,UK-ENG,Y,,,UK26681,del_trans_455542,UK26681_1.721,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313D4C3_2022_,Y,Y,NORW-313D4C3,,2022-01-17,108,UK,UK-ENG,Y,,,UK26121,del_trans_299177,UK26121_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313DE4A_2022_,Y,Y,NORW-313DE4A,,2022-01-11,107,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313D895_2022_,Y,Y,NORW-313D895,,2022-01-17,108,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1.195,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-313BE30_2022_,Y,Y,NORW-313BE30,,2022-01-17,108,UK,UK-ENG,Y,,,UK27776,del_trans_181963,UK27776_1.3,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3136A3F_2022_,Y,Y,NORW-3136A3F,,2022-01-17,108,UK,UK-ENG,Y,,,UK44641,del_trans_348410,UK44641_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3136FD5_2022_,Y,Y,NORW-3136FD5,,2022-01-08,106,UK,UK-ENG,Y,,,UK25785,del_trans_176349,UK25785_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313E145_2022_,Y,Y,NORW-313E145,,2022-01-10,107,UK,UK-ENG,Y,,,UK26681,del_trans_455542,UK26681_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313E299_2022_,Y,Y,NORW-313E299,,2022-01-05,106,UK,UK-ENG,Y,,,UK29549,del_trans_474557,UK29549_1,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-3136C2F_2022_,Y,Y,NORW-3136C2F,,2022-01-17,108,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313E137_2022_,Y,Y,NORW-313E137,,2022-01-08,106,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3136B4C_2022_,Y,Y,NORW-3136B4C,,2022-01-09,107,UK,UK-ENG,Y,,,UK57946,del_trans_464844,UK57946_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31376F8_2022_,Y,Y,NORW-31376F8,,2022-01-06,106,UK,UK-ENG,Y,,,UK27917,del_trans_200610,UK27917_1.1,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-313CB5D_2022_,Y,Y,NORW-313CB5D,,2022-01-17,108,UK,UK-ENG,Y,,,UK41231,del_trans_216649,UK41231_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313E09B_2022_,Y,Y,NORW-313E09B,,2022-01-10,107,UK,UK-ENG,Y,,,UK27843,del_trans_26654,UK27843_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-313DE2E_2022_,Y,Y,NORW-313DE2E,,2022-01-17,108,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313C2D5_2022_,Y,Y,NORW-313C2D5,,2022-01-17,108,UK,UK-ENG,Y,,,UK26308,del_trans_360651,UK26308_1,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-3136D3C_2022_,Y,Y,NORW-3136D3C,,2022-01-09,107,UK,UK-ENG,Y,,,UK34020,del_trans_385416,UK34020_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313DA06_2022_,Y,Y,NORW-313DA06,,2022-01-17,108,UK,UK-ENG,Y,,,UK26100,del_trans_288931,UK26100_1.9,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-313E18C_2022_,Y,Y,NORW-313E18C,,2022-01-17,108,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1.229.2,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313ACDF_2022_,Y,Y,NORW-313ACDF,,2022-01-17,108,UK,UK-ENG,Y,,,UK34059,del_trans_392293,UK34059_1.2,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313DBE8_2022_,Y,Y,NORW-313DBE8,,2022-01-17,108,UK,UK-ENG,Y,,,UK26410,del_trans_372320,UK26410_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313BA97_2022_,Y,Y,NORW-313BA97,,2022-01-05,106,UK,UK-ENG,Y,,,UK29549,del_trans_474557,UK29549_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-313B1AE_2022_,Y,Y,NORW-313B1AE,,2022-01-09,107,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313B012_2022_,Y,Y,NORW-313B012,,2022-01-11,107,UK,UK-ENG,Y,,,UK26046,del_trans_260080,UK26046_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-313A565_2022_,Y,Y,NORW-313A565,,2022-01-09,107,UK,UK-ENG,Y,,,UK34009,del_trans_382131,UK34009_1.2,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313DCBD_2022_,Y,Y,NORW-313DCBD,,2022-01-07,106,UK,UK-ENG,Y,,,UK26082,del_trans_276103,UK26082_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313CB31_2022_,Y,Y,NORW-313CB31,,2022-01-17,108,UK,UK-ENG,Y,,,UK26308,del_trans_360651,UK26308_1,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-313D254_2022_,Y,Y,NORW-313D254,,2022-01-08,106,UK,UK-ENG,Y,,,UK28573,del_trans_306055,UK28573_1.1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-313E878_2022_,Y,Y,NORW-313E878,,2022-01-17,108,UK,UK-ENG,Y,,,UK26090,del_trans_284008,UK26090_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3137045_2022_,Y,Y,NORW-3137045,,2022-01-09,107,UK,UK-ENG,Y,,,UK38861,del_trans_144866,UK38861_1,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-313D3E0_2022_,Y,Y,NORW-313D3E0,,2022-01-07,106,UK,UK-ENG,Y,,,UK34330,del_trans_436067,,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313CDCC_2022_,Y,Y,NORW-313CDCC,,2022-01-17,108,UK,UK-ENG,Y,,,UK26176,del_trans_343348,UK26176_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-31363B5_2022_,Y,Y,NORW-31363B5,,2022-01-10,107,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1.752,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313B7C4_2022_,Y,Y,NORW-313B7C4,,2022-01-17,108,UK,UK-ENG,Y,,,UK26666,del_trans_451817,UK26666_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313C1C8_2022_,Y,Y,NORW-313C1C8,,2022-01-11,107,UK,UK-ENG,Y,,,UK25785,del_trans_176349,UK25785_1.77.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31365B3_2022_,Y,Y,NORW-31365B3,,2022-01-12,107,UK,UK-ENG,Y,,,UK43883,del_trans_293226,UK43883_1.3,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313ADA4_2022_,Y,Y,NORW-313ADA4,,2022-01-09,107,UK,UK-ENG,Y,,,UK26082,del_trans_276103,UK26082_1.83,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-313C561_2022_,Y,Y,NORW-313C561,,2022-01-09,107,UK,UK-ENG,Y,,,UK43143,del_trans_256200,UK43143_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313675E_2022_,Y,Y,NORW-313675E,,2022-01-17,108,UK,UK-ENG,Y,,,UK26681,del_trans_455542,UK26681_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313B62A_2022_,Y,Y,NORW-313B62A,,2022-01-06,106,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-313DC76_2022_,Y,Y,NORW-313DC76,,2022-01-17,108,UK,UK-ENG,Y,,,UK29007,del_trans_377396,UK29007_1,B.1.1,100,97,2020-05-19,passed_qc,,NORW
_England_NORW-3137ABC_2022_,Y,Y,NORW-3137ABC,,2022-01-10,107,UK,UK-ENG,Y,,,UK27774,del_trans_180525,UK27774_1.39,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313DA78_2022_,Y,Y,NORW-313DA78,,2022-01-09,107,UK,UK-ENG,Y,,,UK25670,del_trans_141087,UK25670_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313A1DA_2022_,Y,Y,NORW-313A1DA,,2022-01-17,108,UK,UK-ENG,Y,,,UK26666,del_trans_451817,UK26666_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313B547_2022_,Y,Y,NORW-313B547,,2022-01-17,108,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-313E0C5_2022_,Y,Y,NORW-313E0C5,,2022-01-07,106,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-313AD6D_2022_,Y,Y,NORW-313AD6D,,2022-01-09,107,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313B2D7_2022_,Y,Y,NORW-313B2D7,,2022-01-09,107,UK,UK-ENG,Y,,,UK26062,del_trans_262210,UK26062_1.160.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313E3A6_2022_,Y,Y,NORW-313E3A6,,2022-01-11,107,UK,UK-ENG,Y,,,UK28506,del_trans_298059,UK28506_1.1,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-313BFBE_2022_,Y,Y,NORW-313BFBE,,2022-01-17,108,UK,UK-ENG,Y,,,UK26062,del_trans_262210,UK26062_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-31361E1_2022_,Y,Y,NORW-31361E1,,2022-01-17,108,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1.364,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-313D8A3_2022_,Y,Y,NORW-313D8A3,,2022-01-06,106,UK,UK-ENG,Y,,,UK25785,del_trans_176349,UK25785_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313B29F_2022_,Y,Y,NORW-313B29F,,2022-01-06,106,UK,UK-ENG,Y,,,UK26225,del_trans_348260,UK26225_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313A6D5_2022_,Y,Y,NORW-313A6D5,,2022-01-09,107,UK,UK-ENG,Y,,,UK27747,del_trans_170090,UK27747_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313B400_2022_,Y,Y,NORW-313B400,,2022-01-17,108,UK,UK-ENG,Y,,,UK28522,del_trans_299802,UK28522_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313AD33_2022_,Y,Y,NORW-313AD33,,2022-01-17,108,UK,UK-ENG,Y,,,UK41147,del_trans_214075,UK41147_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3136FAB_2022_,Y,Y,NORW-3136FAB,,2022-01-17,108,UK,UK-ENG,Y,,,UK29001,del_trans_376527,UK29001_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313A648_2022_,Y,Y,NORW-313A648,,2022-01-06,106,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313BA50_2022_,Y,Y,NORW-313BA50,,2022-01-17,108,UK,UK-ENG,Y,,,UK26308,del_trans_360651,UK26308_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31361A9_2022_,Y,Y,NORW-31361A9,,2022-01-07,106,UK,UK-ENG,Y,,,UK26604,del_trans_439338,UK26604_1,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-3136B12_2022_,Y,Y,NORW-3136B12,,2022-01-17,108,UK,UK-ENG,Y,,,UK25667,del_trans_140659,UK25667_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313AD88_2022_,Y,Y,NORW-313AD88,,2022-01-17,108,UK,UK-ENG,Y,,,UK25667,del_trans_140659,UK25667_1,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-31370B6_2022_,Y,Y,NORW-31370B6,,2022-01-17,108,UK,UK-ENG,Y,,,UK25667,del_trans_140659,UK25667_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313C1E4_2022_,Y,Y,NORW-313C1E4,,2022-01-17,108,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1.852,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313B41E_2022_,Y,Y,NORW-313B41E,,2022-01-17,108,UK,UK-ENG,Y,,,UK26062,del_trans_262210,UK26062_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313AFDC_2022_,Y,Y,NORW-313AFDC,,2022-01-10,107,UK,UK-ENG,Y,,,UK26604,del_trans_439338,UK26604_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313C454_2022_,Y,Y,NORW-313C454,,2022-01-09,107,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1.137.1.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3137BF3_2022_,Y,Y,NORW-3137BF3,,2022-01-17,108,UK,UK-ENG,Y,,,UK41292,del_trans_218686,UK25667_1.551,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-313E4FB_2022_,Y,Y,NORW-313E4FB,,2022-01-17,108,UK,UK-ENG,Y,,,UK33599,del_trans_306185,UK33599_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31370C4_2022_,Y,Y,NORW-31370C4,,2022-01-10,107,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313D452_2022_,Y,Y,NORW-313D452,,2022-01-07,106,UK,UK-ENG,Y,,,UK51555,del_trans_344340,UK51555_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3136ABE_2022_,Y,Y,NORW-3136ABE,,2022-01-17,108,UK,UK-ENG,Y,,,UK26073,del_trans_273650,UK26073_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313B2BB_2022_,Y,Y,NORW-313B2BB,,2022-01-07,106,UK,UK-ENG,Y,,,UK26681,del_trans_455542,UK26681_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313D741_2022_,Y,Y,NORW-313D741,,2022-01-08,106,UK,UK-ENG,Y,,,UK26090,del_trans_284008,UK26090_1.46,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313D9EA_2022_,Y,Y,NORW-313D9EA,,2022-01-17,108,UK,UK-ENG,Y,,,UK26210,del_trans_347623,UK26210_1,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-313D246_2022_,Y,Y,NORW-313D246,,2022-01-10,107,UK,UK-ENG,Y,,,UK26598,del_trans_499629,UK26598_1.34,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313D6DF_2022_,Y,Y,NORW-313D6DF,,2022-01-17,108,UK,UK-ENG,Y,,,UK25829,del_trans_186862,UK25829_1.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313AE6C_2022_,Y,Y,NORW-313AE6C,,2022-01-06,106,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-313A169_2022_,Y,Y,NORW-313A169,,2022-01-06,106,UK,UK-ENG,Y,,,UK46229,del_trans_441801,UK46229_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313DEBB_2022_,Y,Y,NORW-313DEBB,,2022-01-17,108,UK,UK-ENG,Y,,,UK26666,del_trans_451817,UK26666_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-313C347_2022_,Y,Y,NORW-313C347,,2022-01-12,107,UK,UK-ENG,Y,,,UK25773,del_trans_157092,UK25773_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313A24C_2022_,Y,Y,NORW-313A24C,,2022-01-08,106,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313E7DC_2022_,Y,Y,NORW-313E7DC,,2022-01-17,108,UK,UK-ENG,Y,,,UK26308,del_trans_360651,UK26308_1,B.1.1,100,96,2020-05-19,passed_qc,,NORW
