central_sample_id,sequence_name,secondary_identifier,sample_date,epi_week,country,adm1,is_surveillance,is_travel_history,travel_history,lineage,lineage_support,uk_lineage,del_lineage,phylotype
NORW-E8DDA,England/NORW-E8DDA/2020,,2020-04-26,,UK,UK-ENG,Y,,,B.1.1.119,,UK1665,,
NORW-E9146,England/NORW-E9146/2020,,2020-04-28,,UK,UK-ENG,Y,,,B.1.1.114,,UK2706,,
NORW-EB205,England/NORW-EB205/2020,,2020-05-03,,UK,UK-ENG,N,,,B.1.1.119,,UK2330,,
NORW-E8DCB,England/NORW-E8DCB/2020,,2020-04-28,,UK,UK-ENG,Y,,,B,,UK255,,
NORW-E8F2F,England/NORW-E8F2F/2020,,2020-04-28,,UK,UK-ENG,Y,,,B.1.225,,UK4495,,
NORW-E9119,England/NORW-E9119/2020,,2020-04-28,,UK,UK-ENG,N,,,B.1.201,,UK3230,,
NORW-EB214,England/NORW-EB214/2020,,2020-05-03,,UK,UK-ENG,N,,,B.1.225,,UK4371,,
NORW-EA5A3,England/NORW-EA5A3/2020,,2020-05-21,,UK,UK-ENG,N,,,B.3,,UK462,,
NORW-E9A69,England/NORW-E9A69/2020,,2020-04-30,,UK,UK-ENG,Y,,,B.1,,UK1625,,
NORW-E9D15,England/NORW-E9D15/2020,,2020-04-30,,UK,UK-ENG,Y,,,B.1.392,,UK2913,,
NORW-EAA4A,England/NORW-EAA4A/2020,,2020-05-16,,UK,UK-ENG,Y,,,B.1.1.119,,UK1173,,
NORW-E9A1E,England/NORW-E9A1E/2020,,2020-04-29,,UK,UK-ENG,Y,,,B,,UK255,,
NORW-E90FE,England/NORW-E90FE/2020,,2020-04-29,,UK,UK-ENG,Y,,,B.1.392,,UK2913,,
NORW-EB223,England/NORW-EB223/2020,,2020-05-03,,UK,UK-ENG,N,,,B.1.392,,UK2913,,
NORW-E8E40,England/NORW-E8E40/2020,,2020-04-28,,UK,UK-ENG,Y,,,B.1.1.119,,UK2330,,
NORW-E9850,England/NORW-E9850/2020,,2020-04-29,,UK,UK-ENG,Y,,,B.1.1.119,,UK2493,,
NORW-EA734,England/NORW-EA734/2020,,2020-05-21,,UK,UK-ENG,N,,,B.1.93,,UK533,,
NORW-E98E7,England/NORW-E98E7/2020,,2020-04-29,,UK,UK-ENG,Y,,,B.1.1.119,,UK1427,,
NORW-EA989,England/NORW-EA989/2020,,2020-05-18,,UK,UK-ENG,N,,,B.1.1.127,,UK3044,,
NORW-E910A,England/NORW-E910A/2020,,2020-04-28,,UK,UK-ENG,Y,,,B.1.1.114,,UK2706,,
NORW-E9AA5,England/NORW-E9AA5/2020,,2020-04-30,,UK,UK-ENG,Y,,,B.1.392,,UK2913,,
NORW-EB2BA,England/NORW-EB2BA/2020,,2020-05-03,,UK,UK-ENG,N,,,B.1.225,,UK4371,,
NORW-E760D,England/NORW-E760D/2020,,2020-05-04,,UK,UK-ENG,Y,,,B.1.201,,UK3230,,
NORW-E997B,England/NORW-E997B/2020,,2020-04-29,,UK,UK-ENG,Y,,,B.1.1.119,,UK2493,,
NORW-E9AE1,England/NORW-E9AE1/2020,,2020-04-30,,UK,UK-ENG,Y,,,B,,UK512,,
NORW-E9207,England/NORW-E9207/2020,,2020-04-26,,UK,UK-ENG,Y,,,B.1.201,,UK3230,,
NORW-E91BF,England/NORW-E91BF/2020,,2020-04-28,,UK,UK-ENG,Y,,,B,,UK255,,
NORW-E99A8,England/NORW-E99A8/2020,,2020-04-29,,UK,UK-ENG,Y,,,B.1.1.269,,UK2493,,
NORW-EA585,England/NORW-EA585/2020,,2020-05-21,,UK,UK-ENG,Y,,,B.1,,UK2708,,
NORW-E9CBE,England/NORW-E9CBE/2020,,2020-04-30,,UK,UK-ENG,Y,,,B.1.1.119,,UK2330,,
NORW-EAB65,England/NORW-EAB65/2020,,2020-04-29,,UK,UK-ENG,Y,,,B.1.392,,UK2913,,
NORW-E9771,England/NORW-E9771/2020,,2020-04-29,,UK,UK-ENG,Y,,,B.1.1.119,,UK2493,,
NORW-EAA1D,England/NORW-EAA1D/2020,,2020-05-16,,UK,UK-ENG,Y,,,B.1.225,,UK4371,,
NORW-E90EF,England/NORW-E90EF/2020,,2020-04-28,,UK,UK-ENG,Y,,,B.1.1.114,,UK2706,,
NORW-EA813,England/NORW-EA813/2020,,2020-05-18,,UK,UK-ENG,N,,,B.1,,UK2989,,
NORW-E8FF2,England/NORW-E8FF2/2020,,2020-04-28,,UK,UK-ENG,Y,,,B.1.1.88,,UK781,,
NORW-E995D,England/NORW-E995D/2020,,2020-04-29,,UK,UK-ENG,Y,,,B.1.1.119,,UK2493,,
NORW-EA7CB,England/NORW-EA7CB/2020,,2020-05-17,,UK,UK-ENG,Y,,,B.1.225,,UK4495,,
NORW-EA743,England/NORW-EA743/2020,,2020-05-21,,UK,UK-ENG,N,,,B.1.1.127,,UK3044,,
NORW-E9094,England/NORW-E9094/2020,,2020-04-29,,UK,UK-ENG,Y,,,B,,UK336,,
NORW-E9137,England/NORW-E9137/2020,,2020-04-28,,UK,UK-ENG,Y,,,B.1.1.37,,UK2330,,
NORW-EA628,England/NORW-EA628/2020,,2020-05-20,,UK,UK-ENG,N,,,B.1.1.3,,UK1926,,
NORW-E78DA,England/NORW-E78DA/2020,,2020-05-05,,UK,UK-ENG,Y,,,B.1.1.119,,UK2330,,
NORW-EAA2C,England/NORW-EAA2C/2020,,2020-05-16,,UK,UK-ENG,Y,,,B.1.1.119,,UK1709,,
NORW-E9AB4,England/NORW-E9AB4/2020,,2020-04-29,,UK,UK-ENG,Y,,,B,,UK336,,
NORW-E9735,England/NORW-E9735/2020,,2020-04-29,,UK,UK-ENG,Y,,,B.1.1.119,,UK2493,,
NORW-EA8AA,England/NORW-EA8AA/2020,,2020-05-20,,UK,UK-ENG,N,,,B.1.225,,UK4495,,
NORW-E9911,England/NORW-E9911/2020,,2020-04-29,,UK,UK-ENG,Y,,,B.1.98,,UK2916,,
NORW-EB2C9,England/NORW-EB2C9/2020,,2020-05-03,,UK,UK-ENG,N,,,B.1.1.215,,UK1766,,
NORW-EAA0E,England/NORW-EAA0E/2020,,2020-05-18,,UK,UK-ENG,N,,,B.1.392,,UK2913,,
NORW-E939B,England/NORW-E939B/2020,,2020-04-28,,UK,UK-ENG,Y,,,B.1.1.114,,UK2706,,
NORW-E8DE9,England/NORW-E8DE9/2020,,2020-04-28,,UK,UK-ENG,Y,,,B.1.201,,UK3230,,
--
CWAR-24FDA1D,England/CWAR-24FDA1D/2020,,2020-05-02,,UK,UK-ENG,N,,,B.1.93,,UK4349,,
NORW-EAFA5,England/NORW-EAFA5/2020,,2020-04-29,,UK,UK-ENG,N,,,B.1.1.1,,UK3937,,
NORW-EBDB9,England/NORW-EBDB9/2020,,2020-05-08,,UK,UK-ENG,N,,,B.1.1.119,,UK1173,,
NORW-EBB73,England/NORW-EBB73/2020,,2020-05-07,,UK,UK-ENG,N,,,B.1.1.127,,UK3044,,
NORW-EC5A1,England/NORW-EC5A1/2020,,2020-05-10,,UK,UK-ENG,Y,,,B.1.225,,UK4371,,
NORW-EC3E3,England/NORW-EC3E3/2020,,2020-05-12,,UK,UK-ENG,N,,,H.1,,UK1176,,
NORW-EBD13,England/NORW-EBD13/2020,,2020-05-01,,UK,UK-ENG,N,,,B.1.1.119,,UK1709,,
NORW-EC899,England/NORW-EC899/2020,,2020-05-17,,UK,UK-ENG,N,,,B.1.1.119,,UK2330,,
NORW-EAC80,England/NORW-EAC80/2020,,2020-05-11,,UK,UK-ENG,N,,,B.1.1.119,,UK1550,,
NORW-EB320,England/NORW-EB320/2020,,2020-05-02,,UK,UK-ENG,N,,,B.1.1.119,,UK2330,,
NORW-EBD04,England/NORW-EBD04/2020,,2020-05-08,,UK,UK-ENG,N,,,B.1.93,,UK533,,
NORW-EAEB7,England/NORW-EAEB7/2020,,2020-04-30,,UK,UK-ENG,N,,,B.1.1.119,,UK2330,,
NORW-EB8F4,England/NORW-EB8F4/2020,,2020-05-08,,UK,UK-ENG,N,,,B.1.1.269,,UK1108,,
NORW-EC969,England/NORW-EC969/2020,,2020-05-08,,UK,UK-ENG,N,,,B.1.392,,UK2913,,
NORW-EBE6B,England/NORW-EBE6B/2020,,2020-05-06,,UK,UK-ENG,N,,,B.1.392,,UK2913,,
NORW-EBEC5,England/NORW-EBEC5/2020,,2020-05-07,,UK,UK-ENG,N,,,B.1.1.269,,UK804,,
NORW-EB91F,England/NORW-EB91F/2020,,2020-05-08,,UK,UK-ENG,N,,,B.1.201,,UK3230,,
NORW-EC4A4,England/NORW-EC4A4/2020,,2020-05-17,,UK,UK-ENG,Y,,,B.1,,UK2989,,
NORW-EC5FC,England/NORW-EC5FC/2020,,2020-05-08,,UK,UK-ENG,N,,,B.1.201,,UK3230,,
NORW-EBC52,England/NORW-EBC52/2020,,2020-05-07,,UK,UK-ENG,N,,,B.1.1.3,,UK1926,,
NORW-EBB28,England/NORW-EBB28/2020,,2020-05-05,,UK,UK-ENG,N,,,B.1.1.119,,UK2330,,
NORW-EBCE9,England/NORW-EBCE9/2020,,2020-05-06,,UK,UK-ENG,N,,,B.1.1.119,,UK2334,,
NORW-EB26F,England/NORW-EB26F/2020,,2020-05-01,,UK,UK-ENG,N,,,B.1.201,,UK3230,,
NORW-EBA76,England/NORW-EBA76/2020,,2020-05-07,,UK,UK-ENG,N,,,B.1.1.3,,UK1926,,
NORW-EB065,England/NORW-EB065/2020,,2020-04-30,,UK,UK-ENG,N,,,B.1.201,,UK3230,,
NORW-EBC25,England/NORW-EBC25/2020,,2020-05-07,,UK,UK-ENG,N,,,B.1.1.119,,UK777,,
NORW-EC653,England/NORW-EC653/2020,,2020-05-10,,UK,UK-ENG,N,,,B.1.392,,UK2913,,
NORW-EC5B0,England/NORW-EC5B0/2020,,2020-05-10,,UK,UK-ENG,N,,,B.1.1.64,,UK1709,,
NORW-EBE4D,England/NORW-EBE4D/2020,,2020-05-06,,UK,UK-ENG,N,,,B.1,,UK1067,,
NORW-EBB55,England/NORW-EBB55/2020,,2020-05-07,,UK,UK-ENG,N,,,H.1,,UK621,,
NORW-EC608,England/NORW-EC608/2020,,2020-05-09,,UK,UK-ENG,N,,,B.1,,UK2708,,
NORW-EAE3F,England/NORW-EAE3F/2020,,2020-05-01,,UK,UK-ENG,N,,,H.1,,UK621,,
NORW-EB8D6,England/NORW-EB8D6/2020,,2020-05-08,,UK,UK-ENG,Y,,,B.1.1.119,,UK2493,,
NORW-EA716,England/NORW-EA716/2020,,2020-05-11,,UK,UK-ENG,N,,,B.1.1.74,,UK1427,,
NORW-EAE11,England/NORW-EAE11/2020,,2020-04-30,,UK,UK-ENG,Y,,,B.1.1.127,,UK3044,,
NORW-EBC07,England/NORW-EBC07/2020,,2020-05-06,,UK,UK-ENG,N,,,B.1.1.119,,UK1173,,
NORW-EAE4E,England/NORW-EAE4E/2020,,2020-04-29,,UK,UK-ENG,N,,,B.1.1.119,,UK3305,,
NORW-EC77E,England/NORW-EC77E/2020,,2020-05-11,,UK,UK-ENG,N,,,H.1,,UK621,,
NORW-EAA95,England/NORW-EAA95/2020,,2020-05-09,,UK,UK-ENG,N,,,B.1.392,,UK2913,,
NORW-EC4FF,England/NORW-EC4FF/2020,,2020-05-12,,UK,UK-ENG,Y,,,B.1.1.119,,UK2330,,
NORW-EB469,England/NORW-EB469/2020,,2020-04-27,,UK,UK-ENG,N,,,B.1.392,,UK2913,,
NORW-EA3F4,England/NORW-EA3F4/2020,,2020-05-13,,UK,UK-ENG,N,,,B.1.201,,UK3230,,
NORW-EC662,England/NORW-EC662/2020,,2020-05-10,,UK,UK-ENG,N,,,B.1.93,,UK533,,
NORW-EABDE,England/NORW-EABDE/2020,,2020-05-09,,UK,UK-ENG,N,,,B.1.1.119,,UK1427,,
NORW-EAF69,England/NORW-EAF69/2020,,2020-04-30,,UK,UK-ENG,N,,,B,,UK255,,
NORW-EA28E,England/NORW-EA28E/2020,,2020-05-12,,UK,UK-ENG,N,,,B.1.93,,UK533,,
NORW-EA497,England/NORW-EA497/2020,,2020-05-14,,UK,UK-ENG,N,,,B.1.392,,UK2913,,
NORW-EADD8,England/NORW-EADD8/2020,,2020-04-29,,UK,UK-ENG,N,,,B.1.1.10,,UK3363,,
NORW-EAB56,England/NORW-EAB56/2020,,2020-05-08,,UK,UK-ENG,N,,,B.1.1.189,,UK1427,,
NORW-EAF2D,England/NORW-EAF2D/2020,,2020-04-29,,UK,UK-ENG,N,,,B.1.1.119,,UK1427,,
NORW-EC529,England/NORW-EC529/2020,,2020-05-12,,UK,UK-ENG,N,,,B.1.1.159,,UK3715,,
NORW-EC592,England/NORW-EC592/2020,,2020-05-10,,UK,UK-ENG,Y,,,B.1.225,,UK4371,,
NORW-EA251,England/NORW-EA251/2020,,2020-05-14,,UK,UK-ENG,N,,,B.1.392,,UK2913,,
NORW-EB43C,England/NORW-EB43C/2020,,2020-05-03,,UK,UK-ENG,N,,,B.1.1.119,,UK2334,,
NORW-EA224,England/NORW-EA224/2020,,2020-05-12,,UK,UK-ENG,N,,,B.1.392,,UK2913,,
NORW-EAB74,England/NORW-EAB74/2020,,2020-05-10,,UK,UK-ENG,Y,,,B.1.1.3,,UK1926,,
NORW-EB399,England/NORW-EB399/2020,,2020-04-30,,UK,UK-ENG,N,,,B.1.1.119,,UK1078,,
NORW-EAFF0,England/NORW-EAFF0/2020,,2020-04-30,,UK,UK-ENG,N,,,B.1.93,,UK533,,
NORW-EC802,England/NORW-EC802/2020,,2020-05-12,,UK,UK-ENG,N,,,B.1.392,,UK2913,,
NORW-EBC8F,England/NORW-EBC8F/2020,,2020-05-05,,UK,UK-ENG,N,,,B,,UK173,,
NORW-EC5ED,England/NORW-EC5ED/2020,,2020-05-09,,UK,UK-ENG,N,,,B.1.1.119,,UK1427,,
NORW-EA190,England/NORW-EA190/2020,,2020-05-14,,UK,UK-ENG,N,,,B.1.392,,UK2913,,
NORW-EAC35,England/NORW-EAC35/2020,,2020-05-11,,UK,UK-ENG,N,,,B,,UK255,,
NORW-EB3C6,England/NORW-EB3C6/2020,,2020-05-01,,UK,UK-ENG,N,,,B.1.1.4,,UK1926,,
NORW-EC50B,England/NORW-EC50B/2020,,2020-05-11,,UK,UK-ENG,N,,,B.1.93,,UK533,,
NORW-EC8B7,England/NORW-EC8B7/2020,,2020-05-17,,UK,UK-ENG,N,,,B.1.1.208,,UK1521,,
NORW-EA1AF,England/NORW-EA1AF/2020,,2020-05-09,,UK,UK-ENG,N,,,B.1.1.119,,UK1173,,
NORW-EB9D3,England/NORW-EB9D3/2020,,2020-05-06,,UK,UK-ENG,N,,,B.1.1.183,,UK2496,,
NORW-EB33F,England/NORW-EB33F/2020,,2020-05-03,,UK,UK-ENG,Y,,,B.1.1.119,,UK1173,,
NORW-EB9A6,England/NORW-EB9A6/2020,,2020-05-07,,UK,UK-ENG,Y,,,H.1,,UK621,,
NORW-EB5DF,England/NORW-EB5DF/2020,,2020-05-01,,UK,UK-ENG,N,,,B.1.1.64,,UK608,,
NORW-EC8E4,England/NORW-EC8E4/2020,,2020-05-17,,UK,UK-ENG,N,,,B.1.225,,UK4495,,
NORW-EAE8A,England/NORW-EAE8A/2020,,2020-04-29,,UK,UK-ENG,N,,,B.1.111,,UK2942,,
NORW-EBE01,England/NORW-EBE01/2020,,2020-05-06,,UK,UK-ENG,N,,,B.1,,UK2190,,
NORW-EA321,England/NORW-EA321/2020,,2020-05-12,,UK,UK-ENG,N,,,B.1,,UK2708,,
NORW-EB5C0,England/NORW-EB5C0/2020,,2020-05-01,,UK,UK-ENG,N,,,B.1.201,,UK3230,,
NORW-EB900,England/NORW-EB900/2020,,2020-05-08,,UK,UK-ENG,N,,,B.1.391,,UK2464,,
NORW-EBA3A,England/NORW-EBA3A/2020,,2020-05-06,,UK,UK-ENG,N,,,B.1.93,,UK533,,
NORW-EB997,England/NORW-EB997/2020,,2020-05-07,,UK,UK-ENG,N,,,B.1.93,,UK533,,
NORW-EAE7B,England/NORW-EAE7B/2020,,2020-04-29,,UK,UK-ENG,N,,,B.1.201,,UK3230,,
NORW-EC6DB,England/NORW-EC6DB/2020,,2020-05-10,,UK,UK-ENG,N,,,B.1.201,,UK3230,,
NORW-EACBD,England/NORW-EACBD/2020,,2020-05-10,,UK,UK-ENG,N,,,B.1.1.64,,UK1665,,
NORW-EAE6C,England/NORW-EAE6C/2020,,2020-04-28,,UK,UK-ENG,N,,,B.1.1.119,,UK621,,
NORW-EC750,England/NORW-EC750/2020,,2020-05-11,,UK,UK-ENG,N,,,H.1,,UK621,,
NORW-EAED5,England/NORW-EAED5/2020,,2020-04-30,,UK,UK-ENG,N,,,B.1.201,,UK3230,,
NORW-EC644,England/NORW-EC644/2020,,2020-05-09,,UK,UK-ENG,N,,,B.1.1.119,,UK1427,,
NORW-EBD40,England/NORW-EBD40/2020,,2020-05-06,,UK,UK-ENG,N,,,B.1.1.119,,UK1173,,
NORW-EB95B,England/NORW-EB95B/2020,,2020-05-07,,UK,UK-ENG,N,,,B.1.1.183,,UK2496,,
NORW-EB311,England/NORW-EB311/2020,,2020-05-02,,UK,UK-ENG,N,,,B.1.1.130,,UK1173,,
NORW-EB038,England/NORW-EB038/2020,,2020-04-29,,UK,UK-ENG,N,,,B.1.1.274,,UK1907,,
NORW-EBB37,England/NORW-EBB37/2020,,2020-05-06,,UK,UK-ENG,N,,,B.1.392,,UK2913,,
NORW-EBAFE,England/NORW-EBAFE/2020,,2020-05-05,,UK,UK-ENG,Y,,,B.1.225,,UK4371,,
NORW-EA27F,England/NORW-EA27F/2020,,2020-05-14,,UK,UK-ENG,N,,,B.1.392,,UK2913,,
NORW-EBD31,England/NORW-EBD31/2020,,2020-05-07,,UK,UK-ENG,N,,,B.1.1.119,,UK2330,,
NORW-EBBFB,England/NORW-EBBFB/2020,,2020-05-06,,UK,UK-ENG,N,,,B.1.392,,UK2913,,
NORW-EBD5F,England/NORW-EBD5F/2020,,2020-05-06,,UK,UK-ENG,N,,,B.1.1.215,,UK1766,,
NORW-EAD41,England/NORW-EAD41/2020,,2020-04-29,,UK,UK-ENG,N,,,B.1.1.208,,UK1521,,
NORW-EB663,England/NORW-EB663/2020,,2020-05-01,,UK,UK-ENG,N,,,H.1,,UK621,,
NORW-EB8E5,England/NORW-EB8E5/2020,,2020-05-08,,UK,UK-ENG,Y,,,B.1.225,,UK4371,,
NORW-EABED,England/NORW-EABED/2020,,2020-05-09,,UK,UK-ENG,N,,,B.1.1.119,,UK2160,,
NORW-EB4B4,England/NORW-EB4B4/2020,,2020-05-01,,UK,UK-ENG,N,,,B.1.105,,UK2231,,
NORW-EB2AB,England/NORW-EB2AB/2020,,2020-05-03,,UK,UK-ENG,N,,,B.1.1.119,,UK2330,,
NORW-EA136,England/NORW-EA136/2020,,2020-05-13,,UK,UK-ENG,N,,,B.1.1.119,,UK1427,,
NORW-EAD80,England/NORW-EAD80/2020,,2020-04-30,,UK,UK-ENG,Y,,,B.1.1.119,,UK2330,,
NORW-EC732,England/NORW-EC732/2020,,2020-05-12,,UK,UK-ENG,Y,,,B.1.1.64,,UK1142,,
NORW-EAE20,England/NORW-EAE20/2020,,2020-04-29,,UK,UK-ENG,N,,,B.1.201,,UK3230,,
NORW-EAAA4,England/NORW-EAAA4/2020,,2020-05-10,,UK,UK-ENG,N,,,B.3,,UK462,,
NORW-E752E,England/NORW-E752E/2020,,2020-05-04,,UK,UK-ENG,N,,,B.1.225,,UK4371,,
NORW-EBAA3,England/NORW-EBAA3/2020,,2020-05-07,,UK,UK-ENG,N,,,B.1.1.119,,UK2330,,
NORW-EC35C,England/NORW-EC35C/2020,,2020-05-11,,UK,UK-ENG,N,,,B.1.1.119,,UK1427,,
NORW-EADBA,England/NORW-EADBA/2020,,2020-04-29,,UK,UK-ENG,Y,,,B.1.1.119,,UK1108,,
NORW-EC78D,England/NORW-EC78D/2020,,2020-05-11,,UK,UK-ENG,N,,,B.1.1.119,,UK2330,,
NORW-EBAD0,England/NORW-EBAD0/2020,,2020-05-06,,UK,UK-ENG,N,,,B,,UK173,,
NORW-EB636,England/NORW-EB636/2020,,2020-05-01,,UK,UK-ENG,N,,,B.1.1.64,,UK608,,
NORW-EB557,England/NORW-EB557/2020,,2020-05-01,,UK,UK-ENG,Y,,,B.1.1.4,,UK1926,,
NORW-EAF96,England/NORW-EAF96/2020,,2020-04-29,,UK,UK-ENG,N,,,B.1.1.64,,UK1709,,
NORW-EAB92,England/NORW-EAB92/2020,,2020-05-11,,UK,UK-ENG,N,,,B.1.392,,UK2913,,
NORW-EAB38,England/NORW-EAB38/2020,,2020-05-09,,UK,UK-ENG,N,,,B.1.1.189,,UK1427,,
NORW-EC6EA,England/NORW-EC6EA/2020,,2020-05-11,,UK,UK-ENG,N,,,B.1.1.119,,UK1427,,
NORW-EAE99,England/NORW-EAE99/2020,,2020-04-30,,UK,UK-ENG,N,,,B.1,,UK4717,,
NORW-EAEE4,England/NORW-EAEE4/2020,,2020-04-29,,UK,UK-ENG,N,,,B.1.1.119,,UK2330,,
NORW-EB37B,England/NORW-EB37B/2020,,2020-05-01,,UK,UK-ENG,N,,,B.1,,UK2190,,
NORW-EC4C2,England/NORW-EC4C2/2020,,2020-05-13,,UK,UK-ENG,N,,,B.1,,UK2989,,
NORW-EB50C,England/NORW-EB50C/2020,,2020-05-01,,UK,UK-ENG,N,,,B.1.1.64,,UK608,,
NORW-EB34E,England/NORW-EB34E/2020,,2020-05-03,,UK,UK-ENG,N,,,B.1.1.119,,UK1427,,
NORW-EB029,England/NORW-EB029/2020,,2020-04-30,,UK,UK-ENG,N,,,B.1.1.119,,UK1709,,
NORW-EC5CF,England/NORW-EC5CF/2020,,2020-05-10,,UK,UK-ENG,N,,,B.1.1.38,,UK1709,,
NORW-EB4A5,England/NORW-EB4A5/2020,,2020-05-02,,UK,UK-ENG,N,,,H.1,,UK621,,
NORW-EC5DE,England/NORW-EC5DE/2020,,2020-05-10,,UK,UK-ENG,N,,,B.1.1.183,,UK2496,,
NORW-EB9F1,England/NORW-EB9F1/2020,,2020-05-09,,UK,UK-ENG,N,,,B.1.1.189,,UK1427,,
NORW-EC626,England/NORW-EC626/2020,,2020-05-07,,UK,UK-ENG,Y,,,B.1.1.119,,UK1173,,
NORW-EBC9E,England/NORW-EBC9E/2020,,2020-05-05,,UK,UK-ENG,N,,,B.1.1.119,,UK1173,,
NORW-EB487,England/NORW-EB487/2020,,2020-05-02,,UK,UK-ENG,N,,,B.1.1.119,,UK1550,,
NORW-EBD8C,England/NORW-EBD8C/2020,,2020-05-05,,UK,UK-ENG,N,,,B.1.225,,UK1623,,
NORW-EBB82,England/NORW-EBB82/2020,,2020-05-07,,UK,UK-ENG,N,,,B.1.201,,UK3230,,
NORW-EB3E4,England/NORW-EB3E4/2020,,2020-05-02,,UK,UK-ENG,Y,,,H.1,,UK621,,
NORW-EACCC,England/NORW-EACCC/2020,,2020-05-11,,UK,UK-ENG,N,,,B.1.392,,UK2913,,
NORW-EADF6,England/NORW-EADF6/2020,,2020-04-29,,UK,UK-ENG,N,,,B.1.392,,UK2913,,
NORW-EAAB3,England/NORW-EAAB3/2020,,2020-05-09,,UK,UK-ENG,N,,,B.1.201,,UK3230,,
NORW-EC6BD,England/NORW-EC6BD/2020,,2020-05-11,,UK,UK-ENG,N,,,B.1.1.3,,UK1926,,
NORW-EC714,England/NORW-EC714/2020,,2020-05-11,,UK,UK-ENG,N,,,B.1.93,,UK533,,
NORW-EBDF5,England/NORW-EBDF5/2020,,2020-05-06,,UK,UK-ENG,N,,,B.1.392,,UK2913,,
NORW-EBE89,England/NORW-EBE89/2020,,2020-05-08,,UK,UK-ENG,N,,,B.1.1.127,,UK3044,,
NORW-EB575,England/NORW-EB575/2020,,2020-05-01,,UK,UK-ENG,Y,,,B.1.1.119,,UK1709,,
NORW-EBE3E,England/NORW-EBE3E/2020,,2020-05-05,,UK,UK-ENG,N,,,B.1,,UK1623,,
NORW-E7719,England/NORW-E7719/2020,,2020-05-04,,UK,UK-ENG,Y,,,B.1.392,,UK2913,,
NORW-EBA67,England/NORW-EBA67/2020,,2020-05-05,,UK,UK-ENG,N,,,B.1.1.119,,UK2330,,
NORW-EA3C7,England/NORW-EA3C7/2020,,2020-05-14,,UK,UK-ENG,N,,,B.1.225,,UK1623,,
NORW-EC40E,England/NORW-EC40E/2020,,2020-05-12,,UK,UK-ENG,N,,,B.1.225,,UK4371,,
NORW-EC671,England/NORW-EC671/2020,,2020-05-10,,UK,UK-ENG,N,,,H.1,,UK621,,
NORW-EACF9,England/NORW-EACF9/2020,,2020-05-10,,UK,UK-ENG,N,,,B.1,,UK1623,,
NORW-EAB47,England/NORW-EAB47/2020,,2020-05-10,,UK,UK-ENG,N,,,B.1.1.10,,UK1427,,
NORW-EBD7D,England/NORW-EBD7D/2020,,2020-05-06,,UK,UK-ENG,N,,,B.1.1.119,,UK2330,,
NORW-EB609,England/NORW-EB609/2020,,2020-05-01,,UK,UK-ENG,N,,,H.1,,UK621,,
NORW-EC4E0,England/NORW-EC4E0/2020,,2020-05-10,,UK,UK-ENG,N,,,H.1,,UK621,,
NORW-EBB19,England/NORW-EBB19/2020,,2020-05-06,,UK,UK-ENG,N,,,B.1.1.119,,UK2493,,
NORW-EBBCE,England/NORW-EBBCE/2020,,2020-05-06,,UK,UK-ENG,N,,,B.1.201,,UK3230,,
NORW-EAFD2,England/NORW-EAFD2/2020,,2020-04-29,,UK,UK-ENG,N,,,B.1.111,,UK2942,,
NORW-EB29C,England/NORW-EB29C/2020,,2020-05-03,,UK,UK-ENG,N,,,B.1.1.215,,UK1766,,
NORW-EC7F6,England/NORW-EC7F6/2020,,2020-05-13,,UK,UK-ENG,N,,,B.1.1.64,,UK1709,,
NORW-EAF3C,England/NORW-EAF3C/2020,,2020-04-30,,UK,UK-ENG,N,,,B.1,,UK3230,,
NORW-EAC26,England/NORW-EAC26/2020,,2020-05-10,,UK,UK-ENG,N,,,B.1,,UK2913,,
NORW-EC76F,England/NORW-EC76F/2020,,2020-05-11,,UK,UK-ENG,N,,,B.1.93,,UK533,,
NORW-EBBA0,England/NORW-EBBA0/2020,,2020-05-05,,UK,UK-ENG,N,,,B.1.1.64,,UK1665,,
NORW-EBDE6,England/NORW-EBDE6/2020,,2020-05-08,,UK,UK-ENG,N,,,B.1.201,,UK3230,,
NORW-EAD7E,England/NORW-EAD7E/2020,,2020-04-29,,UK,UK-ENG,N,,,B.1.1.119,,UK1108,,
NORW-EADAB,England/NORW-EADAB/2020,,2020-04-29,,UK,UK-ENG,N,,,B.1.1.119,,UK2330,,
NORW-EAF4B,England/NORW-EAF4B/2020,,2020-04-30,,UK,UK-ENG,N,,,B,,UK173,,
NORW-EBCF8,England/NORW-EBCF8/2020,,2020-05-08,,UK,UK-ENG,N,,,B.1.201,,UK3230,,
NORW-EBBBF,England/NORW-EBBBF/2020,,2020-05-06,,UK,UK-ENG,N,,,B.1.1.119,,UK2334,,
NORW-EC7AB,England/NORW-EC7AB/2020,,2020-05-12,,UK,UK-ENG,N,,,B.1.392,,UK2913,,
NORW-EBBEC,England/NORW-EBBEC/2020,,2020-05-06,,UK,UK-ENG,N,,,B.1.392,,UK2913,,
NORW-EAA77,England/NORW-EAA77/2020,,2020-05-11,,UK,UK-ENG,N,,,B.1.1.119,,UK2330,,
NORW-EB4D2,England/NORW-EB4D2/2020,,2020-05-01,,UK,UK-ENG,N,,,B,,UK255,,
NORW-EAC71,England/NORW-EAC71/2020,,2020-05-10,,UK,UK-ENG,N,,,B.1.1.119,,UK1427,,
NORW-EBE10,England/NORW-EBE10/2020,,2020-05-06,,UK,UK-ENG,N,,,B.1.201,,UK3230,,
